,company name,affiliation,former ID,industry type,city,state,address / directions,Phone #,Full Reporting Number,Reporting Mark,Reporting Number,locomotive serial number,locomotive model,Manufactured Date(MM/YY),Acquisition Date,HP,Cross Match
1418,Service Oil Co. / Sta-Mart,,,,West Fargo,,1718 Main Ave. E.,,,,,,SW1,-40,2016.0,600.0,Not Matched
1419,U. S. Pipe & Foundry Co.,,,pipe distribution,Burlington,N. J.,River Rd.,,,,,,GE 45ton,,,,Not Matched
1420,South Jersey Port Corp.  -  Broadway Terminal & Beckett St. Terminal,,,,Camden,,"2500 Broadway    (P.O. Box 129, 08101)        ", [(609) 541-8500],,,,31199.0,GE 35ton,Apr-52,,,Not Matched
1421,South Jersey Port Corp.  -  Broadway Terminal & Beckett St. Terminal,,,,Camden,,"2500 Broadway    (P.O. Box 129, 08101)        ", [(609) 541-8500],,,,33111.0,GE 35ton,Feb-58,,,Not Matched
1422,Atlantic Electric Co.  â€“  Deepwater Generating Station   ,(subs. Conectiv)   ,(formerly Atlantic City Electric),,Deepwater,,"373 N. Broadway, Pennsville, 08070       ", [(609) 678-1726],,,,,NW2,-47,,1000.0,Not Matched
1423,Chemours  â€“  Chambers Works      ,,E. I. duPont,(elastomeric chemicals),Deepwater / Carney's Point,,"US Hwy. 130 & Canal Road, 08023   ", [(609) 299-5000],2nd,,,35303.0,SW1500,Sep-69,,1500.0,Not Matched
1424,Chemours  â€“  Chambers Works      ,,E. I. duPont,(elastomeric chemicals),Deepwater / Carney's Point,,"US Hwy. 130 & Canal Road, 08023   ", [(609) 299-5000],,,,33316.0,SW1000,Dec-67,,1000.0,Not Matched
1425,Chemours  â€“  Chambers Works      ,,E. I. duPont,(elastomeric chemicals),Deepwater / Carney's Point,,"US Hwy. 130 & Canal Road, 08023   ", [(609) 299-5000],,,,33756.0,SW1000,Dec-67,,1000.0,Not Matched
1426,Chemours  â€“  Chambers Works      ,,E. I. duPont,(elastomeric chemicals),Deepwater / Carney's Point,,"US Hwy. 130 & Canal Road, 08023   ", [(609) 299-5000],,,,,NW2,May-49,,1000.0,Not Matched
1427,"Repauno Products, LLC.    ","(subs. US Salt Holdings, LLC)  ", (formerly E. I. duPont  -   Repauno Plant),,Gibbstown,,"Repauno Ave., 08027  ",  [(609)423-0105],,,,11657.0,SW7m,Oct-50,,,Not Matched
1428,Tropicana,,,,Jersey City,,9 Linden Ave. E,(201) 395-6001,KLWX 2240,KLWX,2240,35064.0,SW1500,Jun-69,2019.0,1500.0,Not Matched
1429,River Terminal Development Co.  ,,,(scrap yard),Kearny,,100 Central Avenue.   , [(201) 589-0063],,,,,Davenport 44ton,Jun-53,1974.0,,Not Matched
1430,River Terminal Development Co.  ,,,(scrap yard),Kearny,,100 Central Avenue.   , [(201) 589-0063],,,,17910.0,GE 80ton,Jun-43,,,Not Matched
1431,CMC Steel,,(formerly Gerdau Ameristeel â€“ Sayreville),rebar,Sayreville,,"N. Crossman Road, 08872 (Main Street & Crossmans Road)    ", [(908) 721-6600] ,,,,74791.0,MP15,Feb-75,2022.0,,Not Matched
1432,Aurubis Buffalo,,"(formerly Luvata Buffalo, Inc.)",brass & copper,Buffalo,N. Y.,70 Sayre St. 14207       , [879-6700],,,,32227.0,GE 80ton,,,,Not Matched
1433,Aurubis Buffalo,,"(formerly Luvata Buffalo, Inc.)",brass & copper,Buffalo,N. Y.,70 Sayre St. 14207       , [879-6700],,,,32851.0,GE 45ton,,,,Not Matched
1434,Aurubis Buffalo,,"(formerly Luvata Buffalo, Inc.)",brass & copper,Buffalo,N. Y.,70 Sayre St. 14207       , [879-6700],,,,78824.0,S4,Aug-51,,,Not Matched
1435,"Dunkirk Power, LLC / Eastern States Power ",, (formerly Niagara Mohawk Power ),,Dunkirk,,"106 Point Dr. N     (head office: 300 Erie Blvd., W. Syracuse, N.Y., 13202)",,,,,33408.0,GE 80ton,Dec-59,1990.0,,Not Matched
1436,Bombardier,,(formerly ADtranz / Daimler Chrysler Corp.),rapid transit cars,El Mira Heights,,"300 E 18th St., 14903                           ",[(607) 732-5251],,,,32385.0,GE 45ton,Aug-55,,,Not Matched
1437,Alstom Transport,,"(formerly GEC Alstom, previously Morrison-Knudsen)",,Hornell,,1 Transit Dr.   (off River St.       (ex E-L shops),(607) 324-4595,,,,82294.0,S6,Nov-56,,,Not Matched
1438,Occidental Chemical,,(formerly Hooker Chemical Div.),,Niagara Falls,,"4700 Buffalo Ave., 14304     (P. O. Box 728, 14302)      ",  [(716) 278-7777],RLCX 506,RLCX,506,,SW1,Jan-41,,600.0,Not Matched
1439,General Electric Co. â€“ Power,,,,Schenectady,,"1 River Road, 12305   ", [(518) 385-4388],,,,41029.0,GE 85ton,Nov-76,,,Not Matched
1440,General Electric Co. â€“ Power,,,,Schenectady,,"1 River Road, 12305   ", [(518) 385-4388],,,,41134.0,GE 85ton,Dec-78,,,Not Matched
1441,Trigen Syracuse Energy Corp.,,(formerly Salt City Energy Venture),,Solvay,,"1700 Milton Ave., 13209    (off Willis Ave., near CR)    ",  [(315) 487-4473],,,,81805.0,S6,Aug-56,,,Not Matched
1442,Trigen Syracuse Energy Corp.,,(formerly Salt City Energy Venture),,Solvay,,"1700 Milton Ave., 13209    (off Willis Ave., near CR)    ",  [(315) 487-4473],,,,82293.0,S6,Nov-56,,,Not Matched
1443,AES Corp.  -  Westover Plant,,(formerly New York State Electric & Gas - Goudy Station),,Johnson City,,Riverside Dr.,,,,,30748.0,GE 45ton,Jun-50,,,Not Matched
1444,American Zinc Products,(j.v Befesa & American Zinc Recycling),(formerly American Zinc Recycling Corp.),resource recovery,Brice / Moorseboro (Rutheford County),,"484 Hicks Grove Rd, Mooresboro,   (near US 221 and NC/SC border)",(800) 962-7500,LOSX 912,LOSX,912,20411.0,SW900,Jul-55,2022.0,900.0,Not Matched
1445,Martin Marietta Materials,,,,Castle Hayne,,,,,,,15812.0,GP7,,,1500.0,Not Matched
1446,Nucor Steel â€“ Hertford,,,,Cofield,,"1505 River Road     (P.O. Box 279,  Winton, NC 27986)                 ", [(252) 356-3700],,,,14517.0,SW9,Aug-51,,1200.0,Not Matched
1447,Nucor Steel â€“ Hertford,,,,Cofield,,"1505 River Road     (P.O. Box 279,  Winton, NC 27986)                 ", [(252) 356-3700],,,,20082.0,SW1200,Nov-54,,1200.0,Not Matched
1448,"Tyson Foods, Inc.           ",,(formerly Holly Farms),,Monroe,,"Secrest Avenue, Monroe, NC 28110 
                             (704) 283-7574",,,,,20209.0,,,,,Not Matched
1449,Bay State Milling Co.,,,,Mooresville,,"448 N. Main St., 28115    ", [(704) 664-4873],,,,71980.0,VO1000,Jan-45,1997.0,,Not Matched
1450,Certainteed Building Materials,,,,Oxford,,"200 Certainteed Dr., 27565                           ",  [(919) 693-1141],L&S 129,S,129,,NW2,Dec-48,,1000.0,Not Matched
1451,Domtar,,(formerly Weyerhaeuser Co.  ),(paper mill),Plymouth,,"Trowbridge Rd. & W. Main St. Extension, 27962       [(919) 793-8111]",,RLIX 1207,RLIX,1207,11166.0,SW9,Jun-52,2015.0,1200.0,Reporting Match
1452,Domtar,,(formerly Weyerhaeuser Co.  ),(paper mill),Plymouth,,"Trowbridge Rd. & W. Main St. Extension, 27962       [(919) 793-8111]",,GITM #1003,,#1003,73623.0,SW1001,,2021.0,1000.0,Not Matched
1453,"Nash Johnson & Sons' Farms, Inc.   ",(poultry feed mill),,,,,  US 117 N,,L&S 117,S,117,,SW1,Aug-49,,600.0,Not Matched
1454,Capital Power Corp.,,(formerly Co-Gentrix),co- generating plant,Southport,,1281 Powerhouse Dr.  (off E Leonard St.),,,,,30643.0,SW1200,-65,1987.0,1200.0,Not Matched
1455,Capital Power Corp.,,(formerly Co-Gentrix),co- generating plant,Southport,,1281 Powerhouse Dr.  (off E Leonard St.),,,,,30646.0,SW1200,Oct-65,1987.0,1200.0,Not Matched
1456,"Bartlett Milling Co., LP.",,,feed mill,Wilson's Mills,,5000 Wilson's Mills Rd,(919) 938-2988,,,,,Plymouth 30ton MDT,Mar-52,,,Not Matched
1457,Alton Grain Terminal,,,,Alton,N.D.,"Hwy 81 N, Hillsboro, N.D., 58045        ",     [(701) 636-5130],,,,34481.0,SW1500,-68,2000.0,1500.0,Not Matched
1458,McLean Elevator Co.,,,,Benedict,,"29th St NW., 58716",,,,,11378.0,SW1,Feb-50,,600.0,Not Matched
1459,Columbia Grain,(subs. Marubeni),(formerly Peavey Co. and Ag Processing - formerly neighboring facilities),(grain elevaor),Berea / Valley City,,"Exit 288, I-94, 58072     ", [(701) 845-2623],,,,22756.0,SW1200,-57,,1200.0,Not Matched
1460,Columbia Grain,(subs. Marubeni),(formerly Peavey Co. and Ag Processing - formerly neighboring facilities),(grain elevaor),Berea / Valley City,,"Exit 288, I-94, 58072     ", [(701) 845-2623],CGWX 1500,CGWX,1500,,MP15AC Ex Crete Grain #1500,,,,Reporting Match
1461,Berthold Farmers Co-Op,,,,Berthold,,"1 Main St. South, 58718                          ",  [(701) 453-3431],,,,10512.0,NW2,Nov-49,,1000.0,Not Matched
1462,Dakota Gasification Co. â€“ Great Plains Synfuels Plant,(subs. Basin Electric Power Cooperative),,,Beulah,,"   CR 26A, 58523      ", [(701) 873-2100],,,,32847.0,GE 35ton,Apr-57,,,Not Matched
1463,Border Ag & Energy,,(fomerly Bottineau Farmers Elevator #1),,Bottineau,,"106 Main St., 58318",,,,,,SW1,Feb-41,,600.0,Not Matched
1464,Border Ag & Energy,,(fomerly Bottineau Farmers Elevator #1),,Bottineau,,"106 Main St., 58318",,,,,10900.0,SW1,Jul-50,,600.0,Not Matched
1465,CHS Cooperatives       ,,(formerly Cenex Harvest States Cooperatives),,Boyle    (Gladstone),,"(~ 3 mi. NE of..., between Gladstone & Taylor)",,,,,,SW7,Mar-50,,1200.0,Not Matched
1466,Berthold Farmers Co-Op  â€“  Carpio Station,,,,Carpio,,"421 Main St., 58725                    ",    [(701) 468-5423],,,,18112.0,SW1,May-53,,600.0,Not Matched
1467,Tharaldson Ethanol,,,ethanol,,,"3549 153rd Ave. SE, 58012      (~1 mi. W of...)",(701) 347-4000,NIWX 9251,NIWX,9251,,NW2,Aug-47,,1000.0,Not Matched
1468,Tharaldson Ethanol,,,ethanol,,,"3549 153rd Ave. SE, 58012      (~1 mi. W of...)",(701) 347-4000,MWLX 9898,MWLX,9898,73748.0,SD40-2,Mar-74,2018.0,3000.0,Not Matched
1469,Columbia Grain,(subs. Marubeni),,(grain elevaor),Crystal,,"8214 138th Ave., 58222",  (701) 657-2107,,,,20560.0,SD9,-55,,1750.0,Not Matched
1470,Strata Corp.,,,(aggregates distribution),Devils Lake,,,,BGSX 230,BGSX,230,20544.0,SW1200,-55,,1200.0,Reporting Match
1471,CHS,,,grain elevator,Drayton,,,,,,,,SD40-2,Jun-80,,3000.0,Not Matched
1472,Finley Farmers Grain & Elevator Co.,,,,Finley,,                              ,       [(701) 524-2692],ILS 1384,ILS,1384,23629.0,SD9,-57,,1750.0,Not Matched
1473,Columbia Grain â€“ Jamestown West,  (subs Marubeni),(formerly Gavilon Grain),grain,Jamestown,,"3469 80th Ave. SE, 58401",(701) 252-4102,,,,,SD40,Dec-68,2012.0,3000.0,Not Matched
1474,Gavilon Grain ,,(formerly Peavey Co.), (grain elevator),,,"3469 80th Avenue SE, 58401     (~2 mi. W of...)        ",  [(701) 252-4102],,,,17156.0,SD7,Jan-53,1999.0,1500.0,Not Matched
1475,Scherbenske & Son Inc,,,sand & gravel,,,,,ILSX 906,ILSX,906,10514.0,TR2A,Dec-49,,,Not Matched
1476,Dakota Plains Ag Co-Op / CHS,,,elevator,Kendrick,,"165th Ave SE, 58051",  (701) 428-3134,,,,,SW1200RS,,,1200.0,Not Matched
1477,Border Ag,,,,Lansford,,,,,,,,SD9 Ex United Quality Cooperative Grain #316,,,,Not Matched
1478,Northern Sun,,,,,,,,LLPX 1502,LLPX,1502,,GP15,Jul-79,2018.0,,Not Matched
1479,Farmers Cooperative Elevator - South Plant,,,,Lidgerwood,,301 2nd Ave. SE,  (701) 538-4617,ILSX 1332,ILSX,1332,20014.0,GP9,Dec-54,,1750.0,Not Matched
1480,Horizon Resources,,(formerly Prairie States Co-Op Terminal),,,,"215 2nd St W, 58801",(701) 572-2171,ISLX 1362,ISLX,1362,25060.0,GP9m,-59,,1500.0,Not Matched
1481,Osnabrock Farmers Cooperative Elevator / Northern Prairie Ag ,,,,Nekoma,,"103 Dakota St., 58355",  (701) 949-2722,,,,37929.0,GP38,Nov-71,,2000.0,Not Matched
1482,United Quality Cooperative Grain,,(formerly Dakota Quality Cooperative Grain),grain elevator,New Town,,"14 Railroad Ave. S, 58770",  (701) 862-3404,,,,,GP9 Ex Dakota Quality Co-Op Grain #8270,,,,Not Matched
1483,Cendak Cooperative,,(formerly BTR Famers Cooperative),,Niles / Leeds,,,,ISLX 1354,ISLX,1354,13926.0,GP7,-51,2009.0,1500.0,Not Matched
1484,Plaza-Makoti Equity Elevator,,,,Plaza,,"101 Railroad Ave, 58771",(701) 497-3707,ILSX 1337,ILSX,1337,73695.0,SD40-2,Oct-74,2017.0,3000.0,Not Matched
1485,Red Tail Energy,,,,Richardson,,,,ISLX 302,ISLX,302,18569.0,GP7,Jun-53,,1500.0,Not Matched
1486,Scranton Equity Exchange,,,,Scranton,,,,ILSX 1369,ILSX,1369,22733.0,GP9,Aug-57,,1750.0,Not Matched
1487,Scranton Equity Exchange,,,,Scranton,,,,ILSX 8353,ILSX,8353,23853.0,GP9,Jan-57,,1750.0,Not Matched
1488,Green Bison Soy Processing,  (j/v ADM / Marathon Petroleum),(at former Ladish Malting / Cargill site),soy processing,,,"3349 94th Ave., SE, 58481  ",  (800) 475-4291,GMTX 2668,GMTX,2668,33480.0,GP40d,Oct-67,2023.0,,Not Matched
1489,Smart Sand,,,,,,,,CEFX 4002,CEFX,4002,37853.0,GP40,Sep-71,2020.0,3000.0,Not Matched
1490,Renville Elevator,,,,Tolley,,"Railway Ave., 58787    ", [(701) 386-2457],,,,,SW1,Aug-39,,600.0,Not Matched
1491,Savage Services,,,oil field services,Trenton,,,,SVGX 8604,SVGX,8604,,GP9,-56,,1750.0,Reporting Match
1492,Savage Services,,,oil field services,Trenton,,,,SVGX 8618,SVGX,8618,33689.0,GP38d-3,Nov-67,2019.0,,Reporting Match
1493,Minn-Dak Farmers Cooperative,,,,Wahpeton,,"7525 Red River Rd., 58075       ",[(701) 642-8411],,,,20330.0,SW1200,Mar-55,,1200.0,Not Matched
1494,Concrete Services / Strata Corp.,,,aggregates yard,,,"102 12th Ave, NW",(701) 277-1432,,,,,SW1200RS,-56,,1200.0,Not Matched
1495,Ciment du Quebec  ,,,,Bow,N.H.,"7 Johnson Rd., 03304                          ",  [(603) 228-1001 ],,,,30919.0,GE 50ton,May-51,,,Not Matched
1496,Dow Chemical  ,,(formerly Union Carbide),,Bound Brook,N.J.,"1 River Road, 08805                              ", [(732) 563-5000],BB&RR 8159,RR,8159,,SW1200RS,-60,,1200.0,Not Matched
1497,Midpoint Logistics Center,,,industrial park,Hillsborough Township / Mansville,,"152 US 206, 08844",,GMTX 2614,GMTX,2614,35344.0,GP38,Jul-69,,2000.0,Not Matched
1498,Sims Metal Management,,(formerly Metal Management),,Newark,,20 - 26 Ricards St,(973) 344-4570,,,,14044.0,SW9,May-51,,1200.0,Not Matched
1499,Kinysharyo International LLC - Eastern Railcar Div.,,,railcar repair,Piscataway,,"145 Baekland Ave., 08854",  (732) 230-4501,,,,34770.0,GP40FH-2,Jan-69,2016.0,3000.0,Not Matched
1500,Gavilon,,,,Clovis,,"1327 US 60, 88101",(575) 762-2946,,,,17738.0,GP9,Apr-53,,1750.0,Not Matched
1501,Viterra,,(formerly Gavilon),,,,"1327 US 60, 88101",(575) 762-2946,,,,17738.0,GP9,Apr-53,,1750.0,Not Matched
1502,Vulcan Materials â€“ Torrance Quarry,,(Mainline Rock & Ballast),,Encino  (Torrance County),,"75 Eshieman Rd., 88321    (5 mi. W of...)",(575) 584-0151,,,,24037.0,SW1200,-58,2014.0,1200.0,Not Matched
1503,Vulcan Materials â€“ Torrance Quarry,,(Mainline Rock & Ballast),,Encino  (Torrance County),,"75 Eshieman Rd., 88321    (5 mi. W of...)",(575) 584-0151,,,,,SD40 Ex Mainline Rock & Ballast #0122,,2014.0,,Not Matched
1504,TPL Inc.       ,,, (munitions deactivation and recycling),Fort Wingate,,,,,,,,H-12-44,Feb-53,,,Not Matched
1505,Chino Mines Co.    ,(subs. Phelps Dodge Corp.),,,Hurley,,,,,,,18099.0,SW9,May-53,,1200.0,Not Matched
1506,CIG Logistics,,,transload,,,,,CITX 2800,CITX,2800,,SD40-2,Sep-67,,3000.0,Reporting Match
1507,In-Terminal Services [now Corman ?] / ITSX â€“ UP Intermodal Terminal,,,,Santa Theresa,,"32880 W 191st St, 66021  (~2 mi NW of...)",,ITSX 6211,ITSX,6211,73687.0,SD40-2,May-74,2014.0,3000.0,Not Matched
1508,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Feb-71,,,Not Matched
1509,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Aug-71,,,Not Matched
1510,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Aug-71,,,Not Matched
1511,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Aug-71,,,Not Matched
1512,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Aug-71,,,Not Matched
1513,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Feb-73,,,Not Matched
1514,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Nov-74,,,Not Matched
1515,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Nov-74,,,Not Matched
1516,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Oct-75,,,Not Matched
1517,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Oct-75,,,Not Matched
1518,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Jun-76,,,Not Matched
1519,Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Jul-77,,,Not Matched
1520,Waste Management,,, (solid waste transfer),Bronx,,     (near Willis Ave. Bridge),,PREX 103,PREX,103,,NW2,Sep-49,2001.0,1000.0,Not Matched
1521,ADM Milling Co.  â€“  Standard Elevator    ,,(formerly Pillsbury Co.),(flour milling)            ,Buffalo,,"250 Ganson St., 14203   ",   [(716) 849-7333],,,,32373.0,GE 25ton,Jul-55,,,Not Matched
1522,Corn Exchange of Buffalo,,(formerly Pillsbury),,,,1 St. Clair Street  (Ohio & St. Clair)     ,  [(716) 856-1763],,,,,GE 35ton,,,,Not Matched
1523,"Interface Solutions, Inc.         ",,"(formerly Armstrong World Ind., Inc)",,Fulton,,"2885  Rt. 481 N, 13069     ", [(315)592-0411],,,,,Plymouth 35ton MDT,Aug-55,1972.0,,Not Matched
1524,Lackawanna Coal Terminal,,,,Lackawanna / Buffalo,,1951 Hamburg Turnpike,,,,,,SW1,-40,,600.0,Not Matched
1525,Cargill Salt,,,,Lulowville  (Lansing),,,,,,,14497.0,SW8,Sep-51,2000.0,800.0,Not Matched
1526,East Coast Railroad Services,,,,New Windsor,,"42 Argenio Dr., 12553",  (845) 565-7210,,,,31876.0,GE 44ton,Feb-53,,,Not Matched
1527,Ray's Transportation / East Coast RR Service,,,track contractor / salvage,,,42 Argenio Dr.,,,,,31876.0,GE 44ton,Feb-53,,,Not Matched
1528,Tier New York LLC,,(formerly Allwaste Container Services / Philip Services Corp.  )    ,(tank car cleaning),Niagara Falls,,"33 Hyde Park Blvd., 14303      (@old Niagara Jct. enginehouse)      [(716) 282-0514]",,,,,,GE 25ton,,,,Not Matched
1529,Garnett Asphalt,,,,Peth   (Great Valley),,,,,,,21533.0,GP9,Apr-56,,1750.0,Not Matched
1530,Griffis Business & Technology Park           ,,(formerly Griffis AFB),,Rome,,,,,,,31377.0,GE 80ton,Nov-52,,,Not Matched
1531,Griffis Business & Technology Park           ,,(formerly Griffis AFB),,Rome,,,,,,,69461.0,S1,-41,,,Not Matched
1532,Dimension Fabricators,,,,Scotia,,Glenville Industrial Park,,,,,29058.0,GE 45ton,Aug-47,,,Not Matched
1533,New York Container Terminal,,,,,,,,GMTX 173,GMTX,173,35582.0,SW1500,Dec-69,2020.0,1500.0,Not Matched
1534,Alstom Air Preheater Co.,,,,Wellsville,,Truax Rd.,,,,,,Ohio Crane,,,,Not Matched
1535,Global TransPark,,,,Kinston,NC,,,L&C 90,C,90,30759.0,SW900,Oct-65,2016.0,900.0,Not Matched
1536,E Energy,,,ethanol,Adams,Ne,"13238 E Aspen Rd, 68301    (~2 mi  NW of...)",  (402) 988-4655,,,,24976.0,SW900,-58,,900.0,Not Matched
1537,"GBW Railcar Services, LLC",,(formerly Watco ),(railcar repair),Omaha,,"13810 L St., 68137         ", [(402) 894-1008],,,,,SW1,Jun-39,,600.0,Not Matched
1538,Western Sugar Co.,,(formerly Great Western Sugar),,Scottsbluff,,"2100 E Overland Dr., 69361     ", [(308) 632-3414],,,,75629.0,MP15AC,-76,2018.0,1500.0,Not Matched
1539,"AEP Pro Serve, Inc.",,(formerly Southwest Electric Power Co.),(coal hopper repair),Alliance,,,,,,,41105.0,GE 144ton,Oct-78,1984.0,,Not Matched
1540,Progress Rail Services,,(formerly Trinity Railcar),,,,"   (4 mi. E. of...)   (RR 2, 69301)       ", [(308) 762-1393],,,,,SW1200RS,,,1200.0,Not Matched
1541,Progress Rail Services,,(formerly Trinity Railcar),,,,"   (4 mi. E. of...)   (RR 2, 69301)       ", [(308) 762-1393],PRLX 4615,PRLX,4615,22844.0,GP9,Mar-57,,1750.0,Reporting Match
1542,West Sand & Gravel,,,,Ashland / Abel,,,,,,,31170.0,GE 70ton,Oct-51,,,Not Matched
1543,Southeast Nebraska Cooperative Co.  â€“  Beatrice Branch,,,,Beatrice,,"403 S. 3rd St., Beatrice, NE 68310                           ",  [(402) 228-3458],,,,78401.0,S3,Nov-50,,,Not Matched
1544,Southeast Nebraska Cooperative Co.  â€“  Beatrice Branch,,,,Beatrice,,"403 S. 3rd St., Beatrice, NE 68310                           ",  [(402) 228-3458],,,,24133.0,SW1200,Nov-57,,1200.0,Not Matched
1545,Southeast Nebraska Cooperative Co.  â€“  Beatrice Branch,,,,Beatrice,,"403 S. 3rd St., Beatrice, NE 68310                           ",  [(402) 228-3458],,,,17086.0,GP7,Dec-52,2023.0,1500.0,Not Matched
1546,J.E. Meuret Grain Co.,,"(formerly Cargill, Inc. / Ag Horizons)",,Bing    (South Sioux  City / Dakota City),,1633 E Ave.      , [(402) 833-6999],,,,17347.0,GP7,-52,,1500.0,Not Matched
1547,"Cargill, Inc. â€“ North American Corn Milling        ",,,,,,"650 Industrial Rd., 68008                           ",   [(402) 533-4100 ]   ,RSSX 3817,RSSX,3817,25123.0,GP9,-59,,1750.0,Reporting Match
1548,"Cargill, Inc. â€“ North American Corn Milling        ",,,,,,"650 Industrial Rd., 68008                           ",   [(402) 533-4100 ]   ,,,,,GP39,,,2300.0,Not Matched
1549,Central Valley Ag,,(formerly Progressive Ag Partners),,Bradshaw,,145 W Railway St & 340 E. Railway St. 68319,  [(402) 736-4333],,,,79560.0,S2d,Mar-52,1997.0,,Not Matched
1550,Central Valley Ag,,(formerly Progressive Ag Partners),,Bradshaw,,145 W Railway St & 340 E. Railway St. 68319,  [(402) 736-4333],MCM / DHMX 4197,DHMX,/ DHMX 4197,17615.0,GP7,-52,,1500.0,Not Matched
1551,Bridgeport Ethanol,,,,Bridgeport,,"10106 S Railroad Ave., 69336",(308) 262-2020,,,,17010.0,GP7,-52,,1500.0,Not Matched
1552,Farmers Elevator Co.,,,,Chappell,,"433 1st, 69129                           ", [(308) 874-2245],,,,20742.0,GP9,Nov-55,,1750.0,Not Matched
1553,Cargill Ag Horizons,,,grain elevator,Clyde / Holdrege,,"73033 L Rd., Holdrege, 68949",(308) 995-8656,,,,,SD40-2,May-79,,3000.0,Not Matched
1554,ADM / Minnesota Corn Processors,(subs. ADM since 2002),,,Columbus,,"3000 E. 8th St., 68601                               ", [(402) 564-6353],SYRX 101,SYRX,101,34899.0,SW1500,-69,,1500.0,Not Matched
1555,ADM / Minnesota Corn Processors,(subs. ADM since 2002),,,Columbus,,"3000 E. 8th St., 68601                               ", [(402) 564-6353],,,,33139.0,SW1500,-67,,1500.0,Not Matched
1556,ADM / Minnesota Corn Processors,(subs. ADM since 2002),,,Columbus,,"3000 E. 8th St., 68601                               ", [(402) 564-6353],,,,,SW1500,Dec-71,,1500.0,Not Matched
1557,ADM / Minnesota Corn Processors,(subs. ADM since 2002),,,Columbus,,"3000 E. 8th St., 68601                               ", [(402) 564-6353],,,,,SD40-2,Sep-79,2015.0,3000.0,Not Matched
1558,Gavilon Grain  ,,(formerly Peavey Co.),,Cozad,,"305 East Highway 30, 69130                               ", [(308) 784-3611],DBGX 6634,DBGX,6634,25606.0,SD24d,Oct-59,,,Reporting Match
1559,Ag Valley Cooperative,,,,Edison,,"                           (P.O. Box 60, 68936)                       [(308) 697-4199]",,,,,73648.0,SD40-2,Dec-73,2002.0,3000.0,Not Matched
1560,"Agrex, Inc.      ",,(formerly Koppel Grain),,Enola,,,,,,,,SW1,Apr-47,1980.0,600.0,Not Matched
1561,"Agrex, Inc.      ",,(formerly Koppel Grain),,Enola,,,,,,,16611.0,SW8,-52,,800.0,Not Matched
1562,Andersons Grain & Ethanol,,,,Fairmont,,"1211 US 6, 68354",(402) 268-6001,,,,,SW1200RS,-58,2024.0,1200.0,Not Matched
1563,Manning Grain Co.,,,,,,(private line running SE from Fairmont to Burress,,SSRX 4605,SSRX,4605,22840.0,GP9,Mar-57,,1750.0,Not Matched
1564,Frontier Co-Operative ,,,,Fremont,,"519 East County Road T, 68025                              ", [(402) 721-0260],,,,14392.0,GP7,May-51,,1500.0,Not Matched
